,show_id,type,title,director,country,date_added,release_year,rating,duration,listed_in,listed_in1,listed_in2,listed_in3
3320,s4572,Movie,Jagga Jasoos,Anurag Basu,India,2018-10-01,2017,TV-14,155 min,"Action & Adventure, Comedies, International Movies",Action & Adventure, Comedies, International Movies
3321,s4573,Movie,Jatt James Bond,Rohit Jugraj,India,2018-10-01,2014,TV-14,142 min,"Comedies, Dramas, International Movies",Comedies, Dramas, International Movies
3322,s4574,Movie,Jodhaa Akbar,Ashutosh Gowariker,India,2018-10-01,2008,TV-14,214 min,"Action & Adventure, Dramas, International Movies",Action & Adventure, Dramas, International Movies
3323,s4575,Movie,Judge Singh LLB,Atharv Baluja,India,2018-10-01,2015,TV-PG,137 min,"Comedies, Dramas, International Movies",Comedies, Dramas, International Movies
3324,s4576,Movie,Kaminey,Vishal Bhardwaj,India,2018-10-01,2009,TV-14,128 min,"Dramas, International Movies, Music & Musicals",Dramas, International Movies, Music & Musicals
3325,s4577,Movie,Khido Khundi,Rohit Jugraj,India,2018-10-01,2018,TV-14,151 min,"Dramas, International Movies, Sports Movies",Dramas, International Movies, Sports Movies
3326,s4578,Movie,Khoobsurat,Shashanka Ghosh,India,2018-10-01,2014,TV-14,121 min,"Comedies, International Movies, Romantic Movies",Comedies, International Movies, Romantic Movies
3327,s4579,Movie,Kisaan,Puneet Sira,India,2018-10-01,2009,TV-14,101 min,"Action & Adventure, Dramas, International Movies",Action & Adventure, Dramas, International Movies
3328,s4580,Movie,Kismat Konnection,Aziz Mirza,India,2018-10-01,2008,TV-14,145 min,"Comedies, Dramas, International Movies",Comedies, Dramas, International Movies
3329,s4581,Movie,Kurbaan,Renzil D'Silva,India,2018-10-01,2009,TV-14,147 min,"International Movies, Thrillers",International Movies, Thrillers,0
3330,s4582,Movie,Lock,Smeep Kang,India,2018-10-01,2016,TV-14,90 min,"Dramas, International Movies",Dramas, International Movies,0
3331,s4583,Movie,Luv Shuv Tey Chicken Khurana,Sameer Sharma,India,2018-10-01,2012,TV-14,129 min,"Comedies, International Movies, Romantic Movies",Comedies, International Movies, Romantic Movies
3332,s4584,Movie,"Main, Meri Patni Aur Woh",Chandan Arora,India,2018-10-01,2005,TV-PG,129 min,"Comedies, Dramas, International Movies",Comedies, Dramas, International Movies
3333,s4585,Movie,Manje Bistre,Baljit Singh Deo,India,2018-10-01,2017,TV-14,136 min,"Comedies, Dramas, International Movies",Comedies, Dramas, International Movies
3334,s4586,Movie,Motor Mitraan Di,Amitoj Mann,India,2018-10-01,2016,TV-PG,117 min,"Comedies, International Movies",Comedies, International Movies,0
3335,s4587,Movie,Mugamoodi,Mysskin,India,2018-10-01,2012,TV-14,150 min,"Action & Adventure, International Movies",Action & Adventure, International Movies,0
3336,s4588,Movie,Muran,Rajan Madhav,India,2018-10-01,2011,TV-14,134 min,"Action & Adventure, International Movies",Action & Adventure, International Movies,0
3337,s4589,Movie,My Friend Pinto,Raaghav Dar,India,2018-10-01,2011,TV-14,100 min,"Comedies, International Movies, Sci-Fi & Fantasy",Comedies, International Movies, Sci-Fi & Fantasy
3338,s4590,Movie,My Little Pony Equestria Girls: Forgotten Friendship,Ishi Rudell,United States,2018-10-01,2018,TV-Y,44 min,Children & Family Movies,Children & Family Movies,0,0
3339,s4591,Movie,My Little Pony Equestria Girls: Rollercoaster of Friendship,Ishi Rudell,United States,2018-10-01,2018,TV-Y,44 min,Children & Family Movies,Children & Family Movies,0,0
3340,s4592,Movie,My Suicide,David Lee Miller,United States,2018-10-01,2009,TV-MA,111 min,"Comedies, Dramas, Independent Movies",Comedies, Dramas, Independent Movies
3341,s4593,Movie,Naan Sigappu Manithan,Thiru,India,2018-10-01,2014,TV-14,147 min,"Action & Adventure, Dramas, International Movies",Action & Adventure, Dramas, International Movies
3342,s4594,Movie,Nasha,Amit Saxena,India,2018-10-01,2013,TV-14,115 min,"Dramas, International Movies, Romantic Movies",Dramas, International Movies, Romantic Movies
3343,s4595,Movie,Naughty Jatts,Pankaj Batra,India,2018-10-01,2013,TV-PG,121 min,"Comedies, International Movies, Music & Musicals",Comedies, International Movies, Music & Musicals
3344,s4596,Movie,Needhi Singh,Jaivi Dhanda,India,2018-10-01,2016,TV-14,103 min,"Action & Adventure, Dramas, International Movies",Action & Adventure, Dramas, International Movies
3345,s4597,Movie,Peace Haven,Suman Ghosh,India,2018-10-01,2016,TV-14,73 min,"Comedies, Dramas, Independent Movies",Comedies, Dramas, Independent Movies
3346,s4598,Movie,Phantom,Kabir Khan,India,2018-10-01,2015,TV-14,129 min,"Action & Adventure, International Movies",Action & Adventure, International Movies,0
3347,s4599,Movie,Pizza,Akshay Akkineni,India,2018-10-01,2014,TV-14,102 min,"Horror Movies, International Movies, Thrillers",Horror Movies, International Movies, Thrillers
3348,s4600,Movie,Pooja Kiven Aa,Nidhi Sharma,India,2018-10-01,2013,TV-PG,122 min,"Comedies, International Movies, Music & Musicals",Comedies, International Movies, Music & Musicals
3349,s4601,Movie,Race,"Mastan Alibhai Burmawalla, Abbas Alibhai Burmawalla",India,2018-10-01,2008,TV-14,155 min,"Action & Adventure, International Movies, Music & Musicals",Action & Adventure, International Movies, Music & Musicals
3350,s4602,Movie,Race 2,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla",India,2018-10-01,2013,TV-14,139 min,"Action & Adventure, International Movies, Music & Musicals",Action & Adventure, International Movies, Music & Musicals
3351,s4603,Movie,Saadey CM Saab,Vipin Parashar,India,2018-10-01,2015,TV-PG,131 min,"Comedies, Dramas, International Movies",Comedies, Dramas, International Movies
3352,s4604,Movie,Sat Shri Akaal England,Vikram Pradhan,India,2018-10-01,2017,TV-14,127 min,"Comedies, Dramas, International Movies",Comedies, Dramas, International Movies
3353,s4606,Movie,Thaandavam,Vijay,India,2018-10-01,2012,TV-14,156 min,"Action & Adventure, International Movies, Music & Musicals",Action & Adventure, International Movies, Music & Musicals
3354,s4608,Movie,Theeya Velai Seyyanum Kumaru,Sundar C.,India,2018-10-01,2013,TV-PG,132 min,"Comedies, International Movies, Music & Musicals",Comedies, International Movies, Music & Musicals
3355,s4610,Movie,Tiger,Sartaj Singh Pannu,India,2018-10-01,2016,TV-14,130 min,"Action & Adventure, Dramas, International Movies",Action & Adventure, Dramas, International Movies
3356,s4611,Movie,Udaan,Vikramaditya Motwane,India,2018-10-01,2010,TV-MA,137 min,"Dramas, Independent Movies, International Movies",Dramas, Independent Movies, International Movies
3357,s4607,Movie,The Birth Reborn,Eduardo Chauvet,Not Given,2018-10-01,2018,TV-MA,91 min,"Documentaries, International Movies",Documentaries, International Movies,0
3358,s4613,Movie,Wake Up Sid,Ayaan Mukherji,India,2018-10-01,2009,TV-14,132 min,"Comedies, International Movies, Romantic Movies",Comedies, International Movies, Romantic Movies
3359,s4614,Movie,We Are Family,Sidharth Malhotra,India,2018-10-01,2010,TV-14,119 min,"Dramas, International Movies",Dramas, International Movies,0
3360,s4615,Movie,What the Jatt!!,Saket Behl,India,2018-10-01,2015,TV-PG,140 min,"Comedies, International Movies, Romantic Movies",Comedies, International Movies, Romantic Movies
3361,s4616,Movie,Zindagi Kitni Haseen Hay,Anjum Shahzad,Pakistan,2018-10-01,2016,TV-14,126 min,"Dramas, International Movies, Romantic Movies",Dramas, International Movies, Romantic Movies
3362,s4617,Movie,Big Miracle,Ken Kwapis,United States,2018-09-30,2012,PG,107 min,"Children & Family Movies, Dramas",Children & Family Movies, Dramas,0
3363,s4618,Movie,Paradise Lost,Monique Gardenberg,Brazil,2018-09-29,2018,TV-MA,111 min,"Dramas, Independent Movies, International Movies",Dramas, Independent Movies, International Movies
3364,s4619,Movie,Animal World,Han Yan,China,2018-09-28,2018,TV-MA,130 min,"Action & Adventure, International Movies, Sci-Fi & Fantasy",Action & Adventure, International Movies, Sci-Fi & Fantasy
3365,s4620,Movie,Hold the Dark,Jeremy Saulnier,United States,2018-09-28,2018,TV-MA,126 min,"Action & Adventure, Dramas",Action & Adventure, Dramas,0
3366,s4621,Movie,Lessons from a School Shooting: Notes from Dunblane,Kim A. Snyder,United States,2018-09-28,2018,TV-14,24 min,Documentaries,Documentaries,0,0
3367,s4625,Movie,The 3rd Eye,Rocky Soraya,Indonesia,2018-09-28,2018,TV-MA,108 min,"Horror Movies, International Movies",Horror Movies, International Movies,0
3368,s4626,Movie,Two Catalonias,"Álvaro Longoria, Gerardo Olivares",Spain,2018-09-28,2018,TV-MA,117 min,"Documentaries, International Movies",Documentaries, International Movies,0
3369,s4627,Movie,In Darkness,Anthony Byrne,United Kingdom,2018-09-22,2018,TV-MA,101 min,"Independent Movies, International Movies, Thrillers",Independent Movies, International Movies, Thrillers
3370,s4631,Movie,Quincy,"Rashida Jones, Alan Hicks",United States,2018-09-21,2018,TV-MA,124 min,"Documentaries, Music & Musicals",Documentaries, Music & Musicals,0
3371,s4642,Movie,The Angel,Ariel Vromen,Israel,2018-09-14,2018,TV-MA,114 min,"Dramas, International Movies, Thrillers",Dramas, International Movies, Thrillers
3372,s4643,Movie,The Land of Steady Habits,Nicole Holofcener,United States,2018-09-14,2018,TV-MA,98 min,"Comedies, Dramas, Independent Movies",Comedies, Dramas, Independent Movies
3373,s4647,Movie,On My Skin,Alessio Cremonini,Italy,2018-09-12,2018,TV-MA,100 min,"Dramas, International Movies",Dramas, International Movies,0
3374,s4650,Movie,The Resistance Banker,Joram Lürsen,Netherlands,2018-09-11,2018,TV-MA,123 min,"Dramas, International Movies",Dramas, International Movies,0
3375,s4657,Movie,Next Gen,"Kevin R. Adams, Joe Ksander",China,2018-09-07,2018,TV-PG,106 min,"Children & Family Movies, Comedies, Sci-Fi & Fantasy",Children & Family Movies, Comedies, Sci-Fi & Fantasy
3376,s4658,Movie,Sierra Burgess Is A Loser,Ian Samuels,United States,2018-09-07,2018,PG-13,106 min,"Comedies, Romantic Movies",Comedies, Romantic Movies,0
3377,s4660,Movie,The Most Assassinated Woman in the World,Franck Ribière,Belgium,2018-09-07,2018,TV-MA,102 min,"Dramas, International Movies, Thrillers",Dramas, International Movies, Thrillers
3378,s4661,Movie,PK,Rajkumar Hirani,India,2018-09-06,2014,TV-14,146 min,"Comedies, Dramas, International Movies",Comedies, Dramas, International Movies
3379,s4662,Movie,The Debt Collector,Jesse V. Johnson,United Kingdom,2018-09-03,2018,TV-MA,96 min,Action & Adventure,Action & Adventure,0,0
3380,s4665,TV Show,Age of Rebellion,Peter Ho,Taiwan,2018-09-01,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",Crime TV Shows, International TV Shows, TV Dramas
3381,s4666,Movie,Carbon,Olivier Marchal,France,2018-09-01,2017,TV-MA,104 min,"Dramas, International Movies, Thrillers",Dramas, International Movies, Thrillers
3382,s4667,Movie,Garbage,Qaushiq Mukherjee,India,2018-09-01,2018,TV-MA,109 min,"Dramas, Independent Movies, International Movies",Dramas, Independent Movies, International Movies
3383,s4668,Movie,​​Kuch Bheege Alfaaz,Onir,India,2018-09-01,2018,TV-14,110 min,"Dramas, Independent Movies, International Movies",Dramas, Independent Movies, International Movies
3384,s4669,Movie,Love and Shukla,Jatla Siddartha,India,2018-09-01,2017,TV-MA,110 min,"Dramas, Independent Movies, International Movies",Dramas, Independent Movies, International Movies
3385,s4670,Movie,Once Again,Kanwal Sethi,India,2018-09-01,2018,TV-PG,101 min,"Dramas, Independent Movies, International Movies",Dramas, Independent Movies, International Movies
3386,s4672,Movie,Sparring,Samuel Jouy,France,2018-09-01,2017,TV-MA,94 min,"Dramas, International Movies, Sports Movies",Dramas, International Movies, Sports Movies
3387,s4685,Movie,Bert Kreischer: Secret Time,Todd Biermann,Not Given,2018-08-24,2018,TV-MA,57 min,Stand-Up Comedy,Stand-Up Comedy,0,0
3388,s4676,Movie,The Laws of Thermodynamics,Mateo Gil,Spain,2018-08-31,2018,TV-MA,101 min,"Comedies, International Movies, Romantic Movies",Comedies, International Movies, Romantic Movies
3389,s4680,Movie,Naam Shabana,Shivam Nair,India,2018-08-28,2017,TV-14,141 min,"Action & Adventure, International Movies",Action & Adventure, International Movies,0
3390,s4681,Movie,Qarib Qarib Singlle,Tanuja Chandra,India,2018-08-28,2017,TV-14,120 min,"Comedies, International Movies, Romantic Movies",Comedies, International Movies, Romantic Movies
3391,s4682,Movie,Spyder,A.R. Murugadoss,India,2018-08-28,2017,TV-14,140 min,"Action & Adventure, International Movies",Action & Adventure, International Movies,0
3392,s4684,Movie,Maria Bamford: The Special Special Special,Jordan Brady,United States,2018-08-25,2012,TV-MA,50 min,Stand-Up Comedy,Stand-Up Comedy,0,0
3393,s4686,TV Show,GHOUL,Patrick Graham,India,2018-08-24,2018,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Horror",International TV Shows, TV Dramas, TV Horror
3394,s4687,Movie,One Last Shot,Mike Clattenburg,Canada,2018-08-24,1998,TV-MA,31 min,Comedies,Comedies,0,0
3395,s4688,TV Show,Take My Brother Away,Han Qing,China,2018-08-24,2018,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas",International TV Shows, TV Comedies, TV Dramas
3396,s4689,Movie,The After Party,Ian Edelman,United States,2018-08-24,2018,TV-MA,90 min,"Comedies, Music & Musicals",Comedies, Music & Musicals,0
3397,s4691,Movie,Bareilly Ki Barfi,Ashwiny Iyer Tiwari,India,2018-08-21,2017,TV-14,110 min,"Comedies, Dramas, International Movies",Comedies, Dramas, International Movies
3398,s4692,Movie,Mersal,Atlee Kumar,India,2018-08-21,2017,TV-14,162 min,"Action & Adventure, Dramas, International Movies",Action & Adventure, Dramas, International Movies
3399,s4693,Movie,Mom,Ravi Udyawar,India,2018-08-21,2017,TV-14,139 min,"Dramas, International Movies, Thrillers",Dramas, International Movies, Thrillers
3400,s4694,Movie,Pad Man,R. Balki,India,2018-08-21,2018,PG-13,130 min,"Dramas, International Movies, Romantic Movies",Dramas, International Movies, Romantic Movies
3401,s4695,Movie,Toilet: Ek Prem Katha,Shree Narayan Singh,India,2018-08-21,2017,TV-14,145 min,"Comedies, Dramas, International Movies",Comedies, Dramas, International Movies
3402,s4698,Movie,The Motive,Manuel Martín Cuenca,Spain,2018-08-17,2017,TV-MA,114 min,"Comedies, Dramas, International Movies",Comedies, Dramas, International Movies
3403,s4699,Movie,To All the Boys I’ve Loved Before,Susan Johnson,United States,2018-08-17,2018,TV-14,100 min,"Comedies, International Movies, Romantic Movies",Comedies, International Movies, Romantic Movies
3404,s4700,Movie,Yoo Byung Jae: Discomfort Zone,Y. Joon Chung,South Korea,2018-08-17,2018,TV-MA,54 min,Stand-Up Comedy,Stand-Up Comedy,0,0
3405,s4701,Movie,Bhavesh Joshi Superhero,Vikramaditya Motwane,India,2018-08-16,2018,TV-14,150 min,"Dramas, International Movies, Sci-Fi & Fantasy",Dramas, International Movies, Sci-Fi & Fantasy
3406,s4702,Movie,For Here or to Go?,Rucha Humnabadkar,United States,2018-08-15,2015,TV-MA,105 min,"Comedies, Dramas, Independent Movies",Comedies, Dramas, Independent Movies
3407,s4706,Movie,The Guernsey Literary and Potato Peel Pie Society,Mike Newell,United Kingdom,2018-08-10,2018,TV-PG,124 min,"Dramas, Romantic Movies",Dramas, Romantic Movies,0
3408,s4707,Movie,The Package,Jake Szymanski,United States,2018-08-10,2018,TV-MA,95 min,Comedies,Comedies,0,0
3409,s4708,Movie,Zion,Floyd Russ,United States,2018-08-10,2018,TV-PG,12 min,"Documentaries, Sports Movies",Documentaries, Sports Movies,0
3410,s4709,Movie,Perdida,Alejandro Montiel,Argentina,2018-08-09,2018,TV-MA,104 min,"Dramas, International Movies, Thrillers",Dramas, International Movies, Thrillers
3411,s4713,Movie,2 States,Abhishek Varman,India,2018-08-04,2014,TV-PG,143 min,"Comedies, Dramas, International Movies",Comedies, Dramas, International Movies
3412,s4714,Movie,Baaghi,Sabir Khan,India,2018-08-04,2016,TV-14,127 min,"Action & Adventure, International Movies",Action & Adventure, International Movies,0
3413,s4715,Movie,Brij Mohan Amar Rahe,Nikhil Nagesh Bhat,India,2018-08-04,2018,TV-MA,100 min,"Comedies, Dramas, International Movies",Comedies, Dramas, International Movies
3414,s4716,Movie,Flavors of Youth: International Version,"Xiaoxing Yi, Yoshitaka Takeuchi, Haoling Li",China,2018-08-04,2018,TV-PG,74 min,"Anime Features, International Movies, Romantic Movies",Anime Features, International Movies, Romantic Movies
3415,s4719,Movie,Like Father,Lauren Miller Rogen,United States,2018-08-03,2018,TV-MA,104 min,"Comedies, Dramas",Comedies, Dramas,0
3416,s4720,Movie,7 Khoon Maaf,Vishal Bhardwaj,India,2018-08-02,2011,TV-MA,148 min,"Dramas, International Movies, Thrillers",Dramas, International Movies, Thrillers
3417,s4721,Movie,Chillar Party,"Vikas Bahl, Nitesh Tiwari",India,2018-08-02,2011,TV-PG,127 min,"Children & Family Movies, Comedies, Dramas",Children & Family Movies, Comedies, Dramas
3418,s4722,Movie,Fashion,Madhur Bhandarkar,India,2018-08-02,2008,TV-MA,158 min,"Dramas, International Movies",Dramas, International Movies,0
3419,s4723,Movie,Fitoor,Abhishek Kapoor,India,2018-08-02,2016,TV-14,124 min,"Dramas, International Movies, Romantic Movies",Dramas, International Movies, Romantic Movies
3420,s4724,Movie,Fiza,Khalid Mohamed,India,2018-08-02,2000,TV-14,163 min,"Dramas, International Movies, Music & Musicals",Dramas, International Movies, Music & Musicals
3421,s4725,Movie,Guzaarish,Sanjay Leela Bhansali,India,2018-08-02,2010,TV-14,121 min,"Dramas, International Movies",Dramas, International Movies,0
3422,s4726,Movie,Haider,Vishal Bhardwaj,India,2018-08-02,2014,TV-MA,154 min,"Dramas, International Movies, Romantic Movies",Dramas, International Movies, Romantic Movies
3423,s4727,Movie,Highway,Imtiaz Ali,India,2018-08-02,2014,TV-14,127 min,"Action & Adventure, Dramas, International Movies",Action & Adventure, Dramas, International Movies
3424,s4728,Movie,I Hate Luv Storys,Punit Malhotra,India,2018-08-02,2010,TV-14,128 min,"Comedies, International Movies, Music & Musicals",Comedies, International Movies, Music & Musicals
3425,s4729,Movie,Joker,Shirish Kunder,India,2018-08-02,2012,TV-PG,98 min,"Comedies, International Movies, Music & Musicals",Comedies, International Movies, Music & Musicals
3426,s4730,Movie,Main aurr Mrs. Khanna,Prem Soni,India,2018-08-02,2009,TV-14,109 min,"International Movies, Music & Musicals, Romantic Movies",International Movies, Music & Musicals, Romantic Movies
3427,s4731,Movie,Mohenjo Daro,Ashutosh Gowariker,India,2018-08-02,2016,TV-14,168 min,"Action & Adventure, Dramas, International Movies",Action & Adventure, Dramas, International Movies
3428,s4732,Movie,Raajneeti,Prakash Jha,India,2018-08-02,2010,TV-14,162 min,"Dramas, International Movies, Thrillers",Dramas, International Movies, Thrillers
3429,s5002,Movie,Malena Pichot: Estupidez compleja,"Raúl Campos, Jan Suter",Argentina,2018-03-02,2018,TV-MA,51 min,Stand-Up Comedy,Stand-Up Comedy,0,0
3430,s4733,Movie,Rang De Basanti,Rakeysh Omprakash Mehra,India,2018-08-02,2006,TV-14,159 min,"Dramas, International Movies",Dramas, International Movies,0
3431,s4734,Movie,Rowdy Rathore,Prabhu Deva,India,2018-08-02,2012,TV-14,137 min,"Action & Adventure, Comedies, International Movies",Action & Adventure, Comedies, International Movies
3432,s4735,Movie,Tamasha,Imtiaz Ali,India,2018-08-02,2015,TV-14,133 min,"Dramas, International Movies, Romantic Movies",Dramas, International Movies, Romantic Movies
3433,s4736,Movie,Tere Naal Love Ho Gaya,Mandeep Kumar,India,2018-08-02,2012,TV-14,127 min,"Comedies, International Movies, Romantic Movies",Comedies, International Movies, Romantic Movies
3434,s4737,Movie,Thank You,Anees Bazmee,India,2018-08-02,2011,TV-14,131 min,"Comedies, International Movies, Romantic Movies",Comedies, International Movies, Romantic Movies
3435,s4738,Movie,The Blue Umbrella,Vishal Bhardwaj,India,2018-08-02,2005,TV-PG,90 min,"Children & Family Movies, Dramas, Independent Movies",Children & Family Movies, Dramas, Independent Movies
3436,s4740,Movie,Being Napoleon,"Jesse Handsher, Olivier Roland",United States,2018-08-01,2018,TV-MA,88 min,Documentaries,Documentaries,0,0
3437,s4741,Movie,Invisible,Pablo Giorgelli,Argentina,2018-08-01,2017,TV-MA,87 min,"Dramas, Independent Movies, International Movies",Dramas, Independent Movies, International Movies
3438,s4746,Movie,Da Kath & Kim Code,Ted Emery,Australia,2018-07-28,2005,TV-PG,82 min,Movies,Movies,0,0
3439,s4747,Movie,Kath & Kimderella,Ted Emery,Australia,2018-07-28,2012,TV-14,86 min,Comedies,Comedies,0,0
3440,s4749,Movie,The Mansion,Tony Datis,France,2018-07-28,2017,TV-MA,100 min,"Comedies, Horror Movies, International Movies",Comedies, Horror Movies, International Movies
3441,s4750,Movie,Coco y Raulito: Carrusel de ternura,"Raúl Campos, Jan Suter",Mexico,2018-07-27,2018,TV-MA,57 min,Stand-Up Comedy,Stand-Up Comedy,0,0
3442,s4752,Movie,Extinction,Ben Young,United States,2018-07-27,2018,TV-MA,95 min,"Action & Adventure, Dramas, Sci-Fi & Fantasy",Action & Adventure, Dramas, Sci-Fi & Fantasy
3443,s4754,Movie,The Bleeding Edge,Kirby Dick,Australia,2018-07-27,2018,TV-14,101 min,Documentaries,Documentaries,0,0
3444,s4756,Movie,Parmanu: The Story of Pokhran,Abhishek Sharma,India,2018-07-25,2018,TV-PG,124 min,"Dramas, International Movies",Dramas, International Movies,0
3445,s4757,Movie,Iliza Shlesinger: Elder Millennial,Steve Paley,United States,2018-07-24,2018,TV-MA,72 min,Stand-Up Comedy,Stand-Up Comedy,0,0
3446,s4758,Movie,The Warning,Daniel Calparsoro,Spain,2018-07-24,2018,TV-MA,93 min,"International Movies, Thrillers",International Movies, Thrillers,0
3447,s4761,Movie,Duck Duck Goose,Chris Jenkins,China,2018-07-20,2018,PG,92 min,"Children & Family Movies, Comedies",Children & Family Movies, Comedies,0
3448,s4766,Movie,Nothing to Lose,Alexandre Avancini,Brazil,2018-07-20,2018,PG,133 min,"Dramas, Faith & Spirituality, International Movies",Dramas, Faith & Spirituality, International Movies
3449,s4769,Movie,Camarón: The Film,Alexis Morante,Spain,2018-07-18,2018,TV-14,105 min,"Documentaries, International Movies, Music & Musicals",Documentaries, International Movies, Music & Musicals
3450,s4770,Movie,GODZILLA City on the Edge of Battle,"Kobun Shizuno, Hiroyuki Seshita",Japan,2018-07-18,2018,TV-14,101 min,"Action & Adventure, Anime Features, International Movies",Action & Adventure, Anime Features, International Movies
3451,s4771,Movie,Going for Gold,Clay Glen,Australia,2018-07-15,2018,TV-G,88 min,"Children & Family Movies, Dramas, International Movies",Children & Family Movies, Dramas, International Movies
3452,s4774,Movie,How It Ends,David M. Rosenthal,United States,2018-07-13,2018,TV-MA,113 min,"Action & Adventure, Sci-Fi & Fantasy",Action & Adventure, Sci-Fi & Fantasy,0
3453,s4775,Movie,Jim Jefferies: This Is Me Now,Scott Zabielski,United States,2018-07-13,2018,TV-MA,71 min,Stand-Up Comedy,Stand-Up Comedy,0,0
3454,s4776,Movie,Romina,Diego Cohen,Mexico,2018-07-13,2018,TV-MA,75 min,"Horror Movies, Independent Movies, International Movies",Horror Movies, Independent Movies, International Movies
3455,s4780,TV Show,Mr. Sunshine,Lee Eung-bok,South Korea,2018-07-08,2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows",International TV Shows, Korean TV Shows, Romantic TV Shows
3456,s4782,Movie,Luciano Mellera: Infantiloide,"Raúl Campos, Jan Suter",Argentina,2018-07-06,2018,TV-14,66 min,Stand-Up Comedy,Stand-Up Comedy,0,0
3457,s4783,Movie,The Legacy of a Whitetail Deer Hunter,Jody Hill,United States,2018-07-06,2018,TV-14,83 min,"Action & Adventure, Comedies, Dramas",Action & Adventure, Comedies, Dramas
3458,s4784,Movie,The Skin of the Wolf,Samu Fuentes,Spain,2018-07-06,2018,TV-MA,110 min,"Dramas, Independent Movies, International Movies",Dramas, Independent Movies, International Movies
3459,s4785,Movie,White Fang,Alexandre Espigares,France,2018-07-06,2018,TV-PG,88 min,"Children & Family Movies, Dramas",Children & Family Movies, Dramas,0
3460,s4786,Movie,Sommore: Chandelier Status,Kevin Layne,United States,2018-07-04,2013,TV-MA,77 min,Stand-Up Comedy,Stand-Up Comedy,0,0
3461,s4787,Movie,Felipe Esparza: They're Not Going to Laugh at You,Scott L. Montoya,United States,2018-07-03,2012,TV-MA,58 min,Stand-Up Comedy,Stand-Up Comedy,0,0
3462,s4788,Movie,Joan Rivers: Don't Start with Me,Scott L. Montoya,United States,2018-07-03,2012,TV-MA,69 min,Stand-Up Comedy,Stand-Up Comedy,0,0
3463,s4789,Movie,Katt Williams: Kattpacalypse,Marcus Raboy,United States,2018-07-03,2012,TV-MA,61 min,Stand-Up Comedy,Stand-Up Comedy,0,0
3464,s4790,Movie,King of Peking,Sam Voutas,China,2018-07-02,2018,TV-14,88 min,"Comedies, Dramas, International Movies",Comedies, Dramas, International Movies
3465,s4791,Movie,Anthony Kaun Hai?,Raj Kaushal,India,2018-07-01,2006,TV-14,122 min,"Comedies, Dramas, International Movies",Comedies, Dramas, International Movies
3466,s4792,Movie,Bo Burnham: what.,"Bo Burnham, Christopher Storer",United States,2018-07-01,2013,TV-MA,60 min,Stand-Up Comedy,Stand-Up Comedy,0,0
3467,s4793,Movie,Chalte Chalte,Aziz Mirza,India,2018-07-01,2003,TV-14,166 min,"Dramas, International Movies, Romantic Movies",Dramas, International Movies, Romantic Movies
3468,s4794,Movie,Deewana Main Deewana,K.C. Bokadia,India,2018-07-01,2013,TV-14,107 min,"Comedies, Dramas, International Movies",Comedies, Dramas, International Movies
3469,s4795,Movie,Duck Butter,Miguel Arteta,United States,2018-07-01,2018,TV-MA,94 min,"Dramas, Independent Movies, LGBTQ Movies",Dramas, Independent Movies, LGBTQ Movies
3470,s4796,Movie,I Am Kalam,Nila Madhab Panda,India,2018-07-01,2010,TV-PG,87 min,"Children & Family Movies, Comedies, Dramas",Children & Family Movies, Comedies, Dramas
3471,s4797,Movie,My Birthday Song,Samir Soni,India,2018-07-01,2018,TV-14,92 min,"Dramas, International Movies, Thrillers",Dramas, International Movies, Thrillers
3472,s4798,Movie,Namastey London,Vipul Amrutlal Shah,India,2018-07-01,2007,TV-14,130 min,"Comedies, Dramas, International Movies",Comedies, Dramas, International Movies
3473,s4800,Movie,Soul Robbers,Juan Antonio de la Riva,Mexico,2018-07-01,2015,TV-14,88 min,"Horror Movies, International Movies",Horror Movies, International Movies,0
3474,s4801,Movie,Tum Milo Toh Sahi,Kabir Sadanand,India,2018-07-01,2010,TV-14,128 min,"Comedies, Dramas, International Movies",Comedies, Dramas, International Movies
3475,s4802,Movie,What We Started,"Bert Marcus, Cyrus Saidi",United States,2018-07-01,2017,TV-MA,96 min,"Documentaries, Music & Musicals",Documentaries, Music & Musicals,0
3476,s4803,Movie,Zoo,Shlok Sharma,India,2018-07-01,2018,TV-MA,94 min,"Dramas, Independent Movies, International Movies",Dramas, Independent Movies, International Movies
3477,s4804,Movie,Bill Burr: You People Are All the Same,Jay Karas,United States,2018-06-30,2012,TV-MA,69 min,Stand-Up Comedy,Stand-Up Comedy,0,0
3478,s4806,Movie,The Maus,Yayo Herrero,Spain,2018-06-30,2017,TV-MA,90 min,"Horror Movies, Independent Movies, International Movies",Horror Movies, Independent Movies, International Movies
3479,s4807,Movie,Calibre,Matt Palmer,United Kingdom,2018-06-29,2018,TV-MA,101 min,"Dramas, International Movies, Thrillers",Dramas, International Movies, Thrillers
3480,s4809,Movie,Jani Dueñas: Grandes fracasos de ayer y hoy,"Raúl Campos, Jan Suter",Chile,2018-06-29,2018,TV-MA,77 min,Stand-Up Comedy,Stand-Up Comedy,0,0
